date,symbol,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2025-12-28,FISV,0.0,9.4,None,,None,161250000,161250000,,,,,,,,,1979000,666400000,None,2170000000,2170000000,245449000,None,None,658212000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2007-09-30,7.04,2386495000,0.0,1071000000,728000000,274000000,591717000,591717000,None,None,None,193887000,None,None,None,None,None,516438000,None,None,None,0.0,,409000000,662000000,1987459000,2179493000,None,None,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,quarterly,2.04,None,pre-market,None,3229565000,0.0,0.0,0.0,0.0,None,971956000,60953000,None,162.38,107.12,-23.0189,6277939000,3000808000,2737046000,3896038000,3277131000,1158992000,3241000000,2381901000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,None,151580000,151580000,,,,,,,,,1979000,679600000,None,2170000000,2170000000,231150000,None,None,564180000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2007-06-30,7.04,2390693000,0.0,1071000000,728000000,274000000,593105000,593105000,None,None,None,188813000,None,None,None,None,None,516438000,None,None,None,0.0,,409000000,662000000,2271729000,2449192000,None,None,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,quarterly,2.04,None,pre-market,None,3108690000,0.0,0.0,0.0,0.0,None,879800000,None,None,162.38,107.12,-23.0189,6453326000,3176302000,2930264000,4061328000,3277024000,1131064000,3241000000,2391998000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,None,200795000,200795000,,,,,,,,,1979000,690400000,None,2170000000,2170000000,223023000,None,None,598976000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2007-03-31,7.04,2396799000,0.0,1071000000,728000000,274000000,623999000,623999000,None,None,None,None,None,None,None,None,None,516438000,None,None,None,0.0,,409000000,662000000,176160000,385263000,None,None,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,quarterly,2.04,None,pre-market,None,3000454000,0.0,0.0,0.0,0.0,None,821904000,None,None,162.38,107.12,-23.0189,6363106000,975931000,880236000,3933361000,5387175000,3053125000,3241000000,2429745000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,None,185328000,185328000,,,,,,,,,1978000,699164000,None,2170000000,2170000000,228000000,None,None,578000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2006-12-31,7.04,2363078000,0.0,1071000000,728000000,274000000,614818000,614818000,None,None,None,None,None,None,None,None,None,516438000,None,None,None,0.0,,409000000,662000000,199462000,390604000,None,None,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,quarterly,2.04,None,pre-market,None,2886891000,0.0,0.0,0.0,0.0,None,747256000,None,None,162.38,107.12,-23.0189,6207923000,962790000,876604000,3782301000,5245133000,2905697000,3241000000,2425622000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,None,170897000,170897000,,,,,,,,,1978000,703500000,None,2170000000,2170000000,238054000,None,None,591684000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2006-09-30,7.04,2372500000,0.0,1071000000,728000000,274000000,616645000,616645000,None,None,None,None,None,None,None,None,None,516438000,None,None,None,0.0,,409000000,662000000,154106000,354263000,None,None,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,quarterly,2.04,None,pre-market,None,2780945000,0.0,0.0,0.0,0.0,None,829144000,None,None,162.38,107.12,-23.0189,6165044000,916687000,824396000,3717732000,5248357000,2893336000,3241000000,2447312000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,None,151979000,151979000,,,,,,,,,1978000,710204000,None,2170000000,2170000000,269128000,None,None,583224000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2006-06-30,7.04,2317329000,0.0,1071000000,728000000,274000000,601773000,601773000,None,None,None,None,None,None,None,None,None,516438000,None,None,None,0.0,,409000000,662000000,114035000,300242000,None,None,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,quarterly,2.04,None,pre-market,None,2670857000,0.0,0.0,0.0,0.0,None,783095000,None,None,162.38,107.12,-23.0189,6471208000,849238000,802702000,4075708000,5621970000,3273006000,3241000000,2395500000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,None,204775000,204775000,,,,,,,,,1978000,727132000,None,2170000000,2170000000,268973000,None,None,550346000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2006-03-31,7.04,2287302000,0.0,1071000000,728000000,274000000,597462000,597462000,None,None,None,None,None,None,None,None,None,516438000,None,None,None,0.0,,409000000,662000000,117862000,340068000,None,None,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,quarterly,2.04,None,pre-market,None,2553188000,0.0,0.0,0.0,0.0,None,757935000,None,None,162.38,107.12,-23.0189,6089155000,872983000,853072000,3706019000,5216172000,2852947000,3241000000,2383136000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,None,184471000,184471000,,,,,,,,,1975000,742412000,None,2170000000,2170000000,242000000,None,None,553000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2005-12-31,7.04,None,0.0,1071000000,728000000,274000000,2843310000,2843310000,None,None,None,None,None,None,None,None,None,516438000,None,None,None,0.0,,409000000,662000000,106184000,370000000,None,None,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,quarterly,2.04,None,pre-market,None,2436977000,0.0,0.0,0.0,0.0,None,595385000,None,None,162.38,107.12,-23.0189,6039516000,843655000,851773000,3573776000,5195861000,2722003000,3241000000,2465740000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,None,174013000,174013000,,,,,,,,,1975000,758704000,None,2170000000,2170000000,232819000,None,None,518200000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2005-09-30,7.04,None,0.0,1071000000,728000000,274000000,2848073000,2848073000,None,None,None,None,None,None,None,None,None,516438000,None,None,None,0.0,,409000000,662000000,104902000,341129000,None,None,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,quarterly,2.04,None,pre-market,None,2286501000,0.0,0.0,0.0,0.0,None,638667000,50000000,None,162.38,107.12,-23.0189,6112904000,797115000,830790000,3615224000,5315789000,2784434000,3241000000,2497680000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,1098000000,1236000000,1236000000,,,,,,,,,8000000,582100000,None,2170000000,2170000000,511000000,None,784000000,3725000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2024-12-31,7.04,36584000000,0.0,1071000000,728000000,274000000,9940000000,9940000000,None,None,None,None,None,None,23074000000,None,1506000000,516438000,None,None,None,0.0,,409000000,662000000,18516000000,17489000000,None,863000000,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,annual,2.04,USD,pre-market,None,23575000000,0.0,0.0,0.0,0.0,None,24956000000,1226000000,None,162.38,107.12,-23.0189,77176000000,23477000000,22157000000,49490000000,53699000000,27333000000,3241000000,27068000000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,1083000000,1204000000,1204000000,,,,,,,,,8000000,615900000,None,2170000000,2170000000,449000000,None,442000000,3582000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2023-12-31,7.04,37205000000,0.0,1071000000,728000000,274000000,11210000000,11210000000,None,None,None,None,None,None,21711000000,None,2262000000,516438000,None,None,None,0.0,,409000000,662000000,30025000000,30598000000,None,978000000,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,annual,2.04,USD,pre-market,None,20444000000,0.0,0.0,0.0,0.0,None,23901000000,873000000,None,162.38,107.12,-23.0189,90890000000,34811000000,33552000000,60221000000,56079000000,26669000000,3241000000,29857000000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,933000000,902000000,902000000,,,,,,,,,8000000,647900000,None,2170000000,2170000000,652000000,None,198000000,3585000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2022-12-31,7.04,36811000000,0.0,1071000000,728000000,274000000,12415000000,12415000000,None,None,None,None,None,None,20411000000,None,2403000000,516438000,None,None,None,0.0,,409000000,662000000,23057000000,23286000000,None,936000000,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,annual,2.04,USD,pre-market,None,17376000000,0.0,0.0,0.0,0.0,None,21542000000,592000000,None,162.38,107.12,-23.0189,83869000000,27544000000,26458000000,52181000000,56325000000,25723000000,3241000000,30828000000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,796000000,835000000,835000000,,,,,,,,,8000000,671600000,None,2170000000,2170000000,593000000,None,240000000,2860000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2021-12-31,7.04,36433000000,0.0,1071000000,728000000,274000000,14009000000,14009000000,None,None,None,None,None,None,20201000000,None,2561000000,516438000,None,None,None,0.0,,409000000,662000000,15175000000,15672000000,None,878000000,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,annual,2.04,USD,pre-market,None,14846000000,0.0,0.0,0.0,0.0,None,21237000000,508000000,None,162.38,107.12,-23.0189,76249000000,18870000000,18295000000,44299000000,57379000000,26004000000,3241000000,30952000000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,None,906000000,906000000,,,,,,,,,8000000,683400000,None,2170000000,2170000000,437000000,None,None,2482000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2020-12-31,7.04,36322000000,0.0,1071000000,728000000,274000000,15358000000,15358000000,None,None,None,None,None,None,None,None,None,516438000,None,None,None,0.0,,409000000,662000000,12831000000,13438000000,None,None,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,annual,2.04,None,pre-market,None,13441000000,0.0,0.0,0.0,0.0,None,20684000000,384000000,None,162.38,107.12,-23.0189,74619000000,16219000000,15637000000,41290000000,58400000000,25653000000,3241000000,32330000000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,None,893000000,893000000,,,,,,,,,8000000,522600000,None,2170000000,2170000000,392000000,None,None,2782000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2019-12-31,7.04,36038000000,0.0,1071000000,728000000,274000000,17642000000,17642000000,None,None,None,None,None,None,None,None,None,516438000,None,None,None,0.0,,409000000,662000000,13371000000,13769000000,None,None,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,annual,2.04,None,pre-market,None,12528000000,0.0,0.0,0.0,0.0,None,21899000000,287000000,None,162.38,107.12,-23.0189,77539000000,17046000000,15727000000,42682000000,60493000000,26955000000,3241000000,32979000000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,None,415000000,415000000,,,,,,,,,8000000,413700000,None,2170000000,2170000000,127000000,None,None,1049000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2018-12-31,7.04,5702000000,0.0,1071000000,728000000,274000000,2143000000,2143000000,None,None,None,69382000,None,None,None,None,None,516438000,None,None,None,0.0,,409000000,662000000,690618000,906624000,None,None,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,annual,2.04,None,pre-market,None,11635000000,0.0,0.0,0.0,0.0,None,5959000000,4000000,None,162.38,107.12,-23.0189,11262000000,2224000000,2010000000,8969000000,9038000000,6959000000,3241000000,2293000000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,None,325000000,325000000,,,,,,,,,4000000,431200000,None,2170000000,2170000000,80000000,None,None,997000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2017-12-31,7.04,5590000000,0.0,1071000000,728000000,274000000,1882000000,1882000000,None,None,None,76420000,None,None,None,None,None,516438000,None,None,None,0.0,,409000000,662000000,653000000,600000000,None,None,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,annual,2.04,None,pre-market,None,10240000000,0.0,0.0,0.0,0.0,None,4900000000,3000000,None,162.38,107.12,-23.0189,10289000000,1975000000,1938000000,7558000000,8314000000,5620000000,3241000000,2731000000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,None,300000000,300000000,,,,,,,,,4000000,447800000,None,2170000000,2170000000,110000000,None,None,902000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2016-12-31,7.04,5373000000,0.0,1071000000,728000000,274000000,1833000000,1833000000,None,None,None,None,None,None,None,None,None,516438000,None,None,None,0.0,,409000000,662000000,526000000,696403000,None,None,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,annual,2.04,None,pre-market,None,8994000000,0.0,0.0,0.0,0.0,None,4562000000,95000000,None,162.38,107.12,-23.0189,9743000000,1728000000,1820000000,7202000000,8015000000,5382000000,3241000000,2541000000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,None,275000000,275000000,,,,,,,,,4000000,476000000,None,2170000000,2170000000,74000000,None,None,802000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2015-12-31,7.04,5200000000,0.0,1071000000,728000000,274000000,1872000000,1872000000,None,None,None,None,None,None,None,None,None,516438000,None,None,None,0.0,,409000000,662000000,429000000,588825000,None,None,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,annual,2.04,None,pre-market,None,8064000000,0.0,0.0,0.0,0.0,None,4293000000,5000000,None,162.38,107.12,-23.0189,9340000000,1506000000,1502000000,6680000000,7834000000,5178000000,3241000000,2660000000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,None,294000000,294000000,,,,,,,,,4000000,505400000,None,2170000000,2170000000,61000000,None,None,798000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2014-12-31,7.04,5209000000,0.0,1071000000,728000000,274000000,2003000000,2003000000,None,None,None,None,None,None,None,None,None,516438000,None,None,None,0.0,,409000000,662000000,352000000,547448000,None,None,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,annual,2.04,None,pre-market,None,7352000000,0.0,0.0,0.0,0.0,None,3803000000,92000000,None,162.38,107.12,-23.0189,9337000000,1486000000,1486000000,6042000000,7851000000,4556000000,3241000000,3295000000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,None,400000000,400000000,,,,,,,,,4000000,513400000,None,2170000000,2170000000,67000000,None,None,751000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2013-12-31,7.04,5216000000,0.0,1071000000,728000000,274000000,2142000000,2142000000,None,None,None,None,None,None,None,None,None,516438000,None,None,None,0.0,,409000000,662000000,421000000,473112000,None,None,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,annual,2.04,None,pre-market,None,6598000000,0.0,0.0,0.0,0.0,None,3848000000,92000000,None,162.38,107.12,-23.0189,9513000000,1572000000,1332000000,5928000000,7941000000,4596000000,3241000000,3585000000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,None,358000000,358000000,,,,,,,,,2000000,550000000,None,2170000000,2170000000,97000000,None,None,663000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2012-12-31,7.04,4719000000,0.0,1071000000,728000000,274000000,1760000000,1760000000,None,None,None,108543000,None,None,None,None,None,516438000,None,None,None,0.0,,409000000,662000000,313457000,603153000,None,None,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,annual,2.04,None,pre-market,None,5950000000,0.0,0.0,0.0,0.0,None,3230000000,2000000,None,162.38,107.12,-23.0189,8497000000,1412000000,1105000000,5080000000,7085000000,3975000000,3241000000,3417000000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,None,337000000,337000000,,,,,,,,,2000000,576800000,None,2170000000,2170000000,96000000,None,None,666000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2011-12-31,7.04,4720000000,0.0,1071000000,728000000,274000000,1881000000,1881000000,None,None,None,44000000,None,None,None,None,None,516438000,None,None,None,0.0,,409000000,662000000,309000000,720941000,None,None,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,annual,2.04,None,pre-market,None,5339000000,0.0,0.0,0.0,0.0,None,3395000000,179000000,None,162.38,107.12,-23.0189,8548000000,1356000000,1384000000,5290000000,7192000000,3906000000,3241000000,3258000000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,None,563000000,563000000,,,,,,,,,2000000,606800000,None,2170000000,2170000000,92000000,None,None,572000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2010-12-31,7.04,4377000000,0.0,1071000000,728000000,274000000,1879000000,1879000000,None,None,None,None,None,None,None,None,None,516438000,None,None,None,0.0,,409000000,662000000,282000000,445000000,None,None,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,annual,2.04,None,pre-market,None,4867000000,0.0,0.0,0.0,0.0,None,3356000000,3000000,None,162.38,107.12,-23.0189,8281000000,1417000000,891000000,5052000000,6864000000,4161000000,3241000000,3229000000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,None,363000000,363000000,,,,,,,,,2000000,621600000,None,2170000000,2170000000,104000000,None,None,554000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2009-12-31,7.04,4371000000,0.0,1071000000,728000000,274000000,2006000000,2006000000,None,None,None,None,None,None,None,None,None,516438000,None,None,None,0.0,,409000000,662000000,360000000,461000000,None,None,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,annual,2.04,None,pre-market,None,4371000000,0.0,0.0,0.0,0.0,None,3641000000,259000000,None,162.38,107.12,-23.0189,8378000000,1277000000,1161000000,5352000000,7101000000,4191000000,3241000000,3026000000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,None,232000000,232000000,,,,,,,,,2000000,652400000,None,2170000000,2170000000,97000000,None,None,601000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2008-12-31,7.04,4409000000,0.0,1071000000,728000000,274000000,2121000000,2121000000,None,None,None,366000000,None,None,None,None,None,516438000,None,None,None,0.0,,409000000,662000000,946000000,1357000000,None,None,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,annual,2.04,None,pre-market,None,3895000000,0.0,0.0,0.0,0.0,None,4105000000,255000000,None,162.38,107.12,-23.0189,9331000000,2145000000,2047000000,6737000000,7186000000,4690000000,3241000000,2594000000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,None,297000000,297000000,,,,,,,,,2000000,675200000,None,2170000000,2170000000,181000000,None,None,840000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2007-12-31,7.04,4817000000,0.0,1071000000,728000000,274000000,2324000000,2324000000,None,None,None,424000000,None,None,None,None,None,516438000,None,None,None,0.0,,409000000,662000000,2643000000,2712000000,None,None,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,annual,2.04,None,pre-market,None,3326000000,0.0,0.0,0.0,0.0,None,5405000000,513000000,None,162.38,107.12,-23.0189,11846000000,4204000000,3754000000,9379000000,7642000000,5625000000,3241000000,2467000000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,None,185328000,185328000,,,,,,,,,1978000,710000000,None,2170000000,2170000000,228000000,None,None,578000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2006-12-31,7.04,2363078000,0.0,1071000000,728000000,274000000,614818000,614818000,None,None,None,None,None,None,None,None,None,516438000,None,None,None,0.0,,409000000,662000000,199462000,390604000,None,None,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,annual,2.04,None,pre-market,None,2886891000,0.0,0.0,0.0,0.0,None,747256000,None,None,162.38,107.12,-23.0189,6207923000,962790000,876604000,3782301000,5245133000,2905697000,3241000000,2425622000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,None,184471000,184471000,,,,,,,,,1975000,764000000,None,2170000000,2170000000,242000000,None,None,553402000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2005-12-31,7.04,None,0.0,1071000000,728000000,274000000,2843310000,2843310000,None,None,None,None,None,None,None,None,None,516438000,None,None,None,0.0,,409000000,662000000,105782000,370000000,None,None,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,annual,2.04,None,pre-market,None,2436977000,0.0,0.0,0.0,0.0,None,595385000,None,None,162.38,107.12,-23.0189,6039516000,843655000,851773000,3573776000,5195861000,2722003000,3241000000,2465740000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,507000000,None,184471000,184471000,-1369000000,-634000000,None,None,None,None,None,None,1975000,764000000,None,2170000000,2170000000,242000000,None,None,553402000,None,None,179000000,788000000,None,None,None,0.0,-0.61,662000000,841000000,2.65,2025-09-30,7.04,None,0.0,1071000000,728000000,274000000,2843310000,2843310000,None,None,None,None,None,None,None,None,None,799000000,None,None,None,0.0,1805000000,409000000,662000000,105782000,370000000,None,None,None,None,None,None,None,0.52,1.28,1.575,None,None,None,None,None,-1053000000,None,0.0,None,None,2025-10-29,quarterly,2.04,USD,pre-market,None,2436977000,0.0,0.0,0.0,0.0,None,595385000,None,None,162.38,107.12,-23.0189,6039516000,843655000,851773000,3573776000,5195861000,2722003000,3241000000,2465740000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,479000000,None,184471000,184471000,-1793000000,-338000000,None,None,None,None,None,None,1975000,764000000,None,2170000000,2170000000,242000000,None,None,553402000,None,None,179000000,802000000,None,None,None,0.0,-0.61,662000000,841000000,2.65,2025-06-30,7.04,None,0.0,1071000000,728000000,274000000,2843310000,2843310000,None,None,None,None,None,None,None,None,None,1030000000,None,None,None,0.0,1665000000,409000000,662000000,105782000,370000000,None,None,None,None,None,None,None,0.52,1.28,1.575,None,None,None,None,None,-2290000000,None,0.0,None,None,2025-10-29,quarterly,2.04,USD,pre-market,None,2436977000,0.0,0.0,0.0,0.0,None,595385000,None,None,162.38,107.12,-23.0189,6039516000,843655000,851773000,3573776000,5195861000,2722003000,3241000000,2465740000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,335000000,None,184471000,184471000,627000000,-925000000,None,None,None,None,None,None,1975000,764000000,None,2170000000,2170000000,242000000,None,None,553402000,None,None,179000000,768000000,None,None,None,0.0,-0.61,662000000,841000000,2.65,2025-03-31,7.04,None,0.0,1071000000,728000000,274000000,2843310000,2843310000,None,None,None,None,None,None,None,None,None,848000000,None,None,None,0.0,648000000,409000000,662000000,105782000,370000000,None,None,None,None,None,None,None,0.52,1.28,1.575,None,None,None,None,None,-2352000000,None,0.0,None,None,2025-10-29,quarterly,2.04,USD,pre-market,None,2436977000,0.0,0.0,0.0,0.0,None,595385000,None,None,162.38,107.12,-23.0189,6039516000,843655000,851773000,3573776000,5195861000,2722003000,3241000000,2465740000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,399000000,None,184471000,184471000,-1980000000,-664000000,None,None,None,None,None,None,1975000,764000000,None,2170000000,2170000000,242000000,None,None,553402000,None,None,179000000,758000000,None,None,None,0.0,-0.61,662000000,841000000,2.65,2024-12-31,7.04,None,0.0,1071000000,728000000,274000000,2843310000,2843310000,None,None,None,None,None,None,None,None,None,948000000,None,None,None,0.0,2221000000,409000000,662000000,105782000,370000000,None,None,None,None,None,None,None,0.52,1.28,1.575,None,None,None,None,None,-1346000000,None,0.0,None,None,2025-10-29,quarterly,2.04,USD,pre-market,None,2436977000,0.0,0.0,0.0,0.0,None,595385000,None,None,162.38,107.12,-23.0189,6039516000,843655000,851773000,3573776000,5195861000,2722003000,3241000000,2465740000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,402000000,None,184471000,184471000,-1071000000,-533000000,None,None,None,None,None,None,1975000,764000000,None,2170000000,2170000000,242000000,None,None,553402000,None,None,179000000,798000000,1103000000,1103000000,None,0.0,-0.61,662000000,841000000,2.65,2024-09-30,7.04,None,0.0,1071000000,728000000,274000000,2843310000,2843310000,None,None,None,None,None,None,None,None,None,564000000,None,None,None,0.0,2238000000,409000000,662000000,105782000,370000000,None,None,None,None,None,None,None,0.52,1.28,1.575,None,None,None,None,None,-1261000000,None,0.0,None,None,2025-10-29,quarterly,2.04,USD,pre-market,None,2436977000,0.0,0.0,0.0,0.0,None,595385000,None,None,162.38,107.12,-23.0189,6039516000,843655000,851773000,3573776000,5195861000,2722003000,3241000000,2465740000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,348000000,None,184471000,184471000,-925000000,-810000000,None,None,None,None,None,None,1975000,764000000,None,2170000000,2170000000,242000000,None,None,553402000,None,None,179000000,796000000,None,None,None,0.0,-0.61,662000000,841000000,2.65,2024-06-30,7.04,None,0.0,1071000000,728000000,274000000,2843310000,2843310000,None,None,None,None,None,None,None,None,None,894000000,None,None,None,0.0,1341000000,409000000,662000000,105782000,370000000,None,None,None,None,None,None,None,0.52,1.28,1.575,None,None,None,None,None,-1556000000,None,0.0,None,None,2025-10-29,quarterly,2.04,None,pre-market,None,2436977000,0.0,0.0,0.0,0.0,None,595385000,None,None,162.38,107.12,-23.0189,6039516000,843655000,851773000,3573776000,5195861000,2722003000,3241000000,2465740000,9.4,None,238.59,59.56
